STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
APPROVED,Data Set #3-25 report - Frank Stimson.csv,3,all good,Data Set #3-25 report - Frank Stimson.csv -Q3,"Of the employees that do not have medical insurance in 2017, is their income above $120,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,4,all good,Data Set #3-25 report - Frank Stimson.csv -Q4,"Of the employees that do not have medical insurance in 2017, is their income above $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,5,all good,Data Set #3-25 report - Frank Stimson.csv -Q5,"Of the employees that do not have medical insurance in 2017, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,6,all good,Data Set #3-25 report - Frank Stimson.csv -Q6,"Of the employees that do not have medical insurance in 2017, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,7,all good,Data Set #3-25 report - Frank Stimson.csv -Q7,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,8,all good,Data Set #3-25 report - Frank Stimson.csv -Q8,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-25 report - Frank Stimson.csv,9,all good,Data Set #3-25 report - Frank Stimson.csv -Q9,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-25 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,1,all good,Data Set #3-26 report - Frank Stimson.csv -Q1,How many employees does the company pay for dental insurance for in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,10,all good,Data Set #3-26 report - Frank Stimson.csv -Q10,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 5?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,11,all good,Data Set #3-26 report - Frank Stimson.csv -Q11,What does a single person pay for dental insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,12,all good,Data Set #3-26 report - Frank Stimson.csv -Q12,What does the head of household pay for dental insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,13,all good,Data Set #3-26 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for dental insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,14,all good,Data Set #3-26 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for dental insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,15,all good,Data Set #3-26 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have dental insurance as a total number of employees for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,2,all good,Data Set #3-26 report - Frank Stimson.csv -Q2,How many employees don't have dental insurance for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,3,all good,Data Set #3-26 report - Frank Stimson.csv -Q3,"Of the employees that don't have dental insurance in 2017, is their income above $120,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,4,all good,Data Set #3-26 report - Frank Stimson.csv -Q4,"Of the employees that don't have dental insurance in 2017, is their income above $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,5,all good,Data Set #3-26 report - Frank Stimson.csv -Q5,"Of the employees that don't have dental insurance in 2017, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,6,all good,Data Set #3-26 report - Frank Stimson.csv -Q6,"Of the employees that don't have dental insurance in 2017, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,7,all good,Data Set #3-26 report - Frank Stimson.csv -Q7,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,8,all good,Data Set #3-26 report - Frank Stimson.csv -Q8,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-26 report - Frank Stimson.csv,9,all good,Data Set #3-26 report - Frank Stimson.csv -Q9,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-26 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,1,all good,Data Set #3-27 report - Frank Stimson.csv -Q1,How many employees does the company pay for vision insurance for in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,10,all good,Data Set #3-27 report - Frank Stimson.csv -Q10,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 5?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,11,all good,Data Set #3-27 report - Frank Stimson.csv -Q11,What does a single person pay for vision insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,12,all good,Data Set #3-27 report - Frank Stimson.csv -Q12,What does the head of household pay for vision insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,13,all good,Data Set #3-27 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for vision insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,14,all good,Data Set #3-27 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for vision insurance in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,15,all good,Data Set #3-27 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have vision insurance as a total number of employees for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,2,all good,Data Set #3-27 report - Frank Stimson.csv -Q2,How many employees don't have vision insurance for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,3,all good,Data Set #3-27 report - Frank Stimson.csv -Q3,"Of the employees that don't have vision insurance in 2017, is their income above $120,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,4,all good,Data Set #3-27 report - Frank Stimson.csv -Q4,"Of the employees that don't have vision insurance in 2017, is their income above $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,5,all good,Data Set #3-27 report - Frank Stimson.csv -Q5,"Of the employees that don't have vision insurance in 2017, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,6,all good,Data Set #3-27 report - Frank Stimson.csv -Q6,"Of the employees that don't have vision insurance in 2017, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,7,all good,Data Set #3-27 report - Frank Stimson.csv -Q7,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,8,all good,Data Set #3-27 report - Frank Stimson.csv -Q8,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-27 report - Frank Stimson.csv,9,all good,Data Set #3-27 report - Frank Stimson.csv -Q9,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-27 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,1,all good,Data Set #3-28 report - Frank Stimson.csv -Q1,Does the employer contribute to the HSA account in 2017 without the employee being enrolled?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,10,all good,Data Set #3-28 report - Frank Stimson.csv -Q10,"Of the employees that don't have an HSA in 2017, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,11,all good,Data Set #3-28 report - Frank Stimson.csv -Q11,"Of the employees that don't have an HSA in 2017, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,12,all good,Data Set #3-28 report - Frank Stimson.csv -Q12,What does the employer contribute to the HSA for 2017 if an employee has worked for between 10 -11 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,13,all good,Data Set #3-28 report - Frank Stimson.csv -Q13,What does the employer contribute to the HSA for 2017 if an employee has worked for between 12 -15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,14,all good,Data Set #3-28 report - Frank Stimson.csv -Q14,What does the employer contribute to the HSA for 2017 if an employee has worked for over 15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,15,all good,Data Set #3-28 report - Frank Stimson.csv -Q15,What is the average dollar amount contributed in 2017 to the HSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,2,all good,Data Set #3-28 report - Frank Stimson.csv -Q2,How many employees are enrolled in the HSA program in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,3,all good,Data Set #3-28 report - Frank Stimson.csv -Q3,How many employees have reached the max dollars for 2017 in the HSA account?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,4,all good,Data Set #3-28 report - Frank Stimson.csv -Q4,How many employees will not reach the max dollars they can contribute to the HSA in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
APPROVED,Data Set #3-28 report - Frank Stimson.csv,5,all good,Data Set #3-28 report - Frank Stimson.csv -Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2017 for the HSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-28 report .html,#N/A
