tracker_file_name_current,final_status,period,status_current,notes
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-52 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-53 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The information in the file is too similar to other datasets submitted.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #3-53 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-54 report - Frank Stimson.csv,REJECTED,2/14/2024,DS submitted,
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-54 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-54 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-54 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-55 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-55 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #3-55 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-56 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-56 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-56 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-57 report - Frank Stimson.csv,REJECTED,2/15/2024,DS submitted,
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-57 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-57 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-57 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #36 report,APPROVED,1/22/2024,DS submitted,
Data Set #36 report,APPROVED,2/7/2024,Paid,Paid
Data Set #36 report,APPROVED,3/15/2024,Review,
Data Set #36 report,APPROVED,3/18/2024,Review,
Data Set #36 report,APPROVED,3/20/2024,Review,
Data Set #36 report,APPROVED,3/21/2024,Review,
Data Set #36 report,APPROVED,3/22/2024,Approved,
Data Set #36 report,APPROVED,3/28/2024,Approved,
Data Set #36 report,APPROVED,3/29/2024,Approved,
Data Set #36 report,APPROVED,4/1/2024,Approved,
Data Set #36 report,APPROVED,4/2/2024,Approved,
Data Set #36 report,APPROVED,4/4/2024,Approved,
Data Set #36 report,APPROVED,4/25/2024,Approved,
Data Set #3-6 report - Frank Stimson.csv,APPROVED,2/6/2024,DS submitted,
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted. The same dataset was submitted previously.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted. The same dataset was submitted previously.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-6 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset does not meet the project criteria.
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-6 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-7 report - Frank Stimson.csv,APPROVED,2/6/2024,DS submitted,
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-7 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-7 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #37 report - Frank Stimson.xlsx,APPROVED,1/24/2024,DS submitted,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Review,
Data Set #37 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Paid,Paid
Data Set #37 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Approved,
Data Set #38 report - Frank Stimson.csv,APPROVED,1/24/2024,DS submitted,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/28/2024,Review,
Data Set #38 report - Frank Stimson.csv,APPROVED,3/29/2024,Review,
