status_current,tracker_file_name_current,question_number,issues,id,question_current
REJECTED,Data Set #3-23 report - Frank Stimson.csv,4,all good,Data Set #3-23 report - Frank Stimson.csv -Q4,"Was there a different CT State income tax rate for 2017 for married filing jointly with income about $150,000?"
REJECTED,Data Set #3-23 report - Frank Stimson.csv,5,all good,Data Set #3-23 report - Frank Stimson.csv -Q5,"What is the CT State income tax rate for 2017 from the CT-W4 form for a head of household with income over $60,000?"
REJECTED,Data Set #3-23 report - Frank Stimson.csv,6,all good,Data Set #3-23 report - Frank Stimson.csv -Q6,"What is the CT State income tax rate for 2017 from the CT-W4 form for a head of household with income under $60,000?"
REJECTED,Data Set #3-23 report - Frank Stimson.csv,7,all good,Data Set #3-23 report - Frank Stimson.csv -Q7,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing jointly with income over $80,000?"
REJECTED,Data Set #3-23 report - Frank Stimson.csv,8,all good,Data Set #3-23 report - Frank Stimson.csv -Q8,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing jointly with income under $80,000?"
REJECTED,Data Set #3-23 report - Frank Stimson.csv,9,all good,Data Set #3-23 report - Frank Stimson.csv -Q9,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing separately with income between $80,000 - $149,000?"
REJECTED,Data Set #3-24 report - Frank Stimson.csv,1,all good,Data Set #3-24 report - Frank Stimson.csv -Q1,Has any employee reached the max amount one can contribute for the year 2017 in their 401k?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,10,all good,Data Set #3-24 report - Frank Stimson.csv -Q10,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,11,all good,Data Set #3-24 report - Frank Stimson.csv -Q11,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,12,all good,Data Set #3-24 report - Frank Stimson.csv -Q12,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,13,all good,Data Set #3-24 report - Frank Stimson.csv -Q13,What is the estimated employer contribution match dollar for employee 401ks in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,14,all good,Data Set #3-24 report - Frank Stimson.csv -Q14,Which employee has the highest contribution percentage for their 401k in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,15,all good,Data Set #3-24 report - Frank Stimson.csv -Q15,Which employee has the lowest contribution percentage for their 401k in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,2,all good,Data Set #3-24 report - Frank Stimson.csv -Q2,How many employees do not contribute to their 401k in 2020?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,3,all good,Data Set #3-24 report - Frank Stimson.csv -Q3,How many employees does the company contribute to their 401k while they contribute zero?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,4,all good,Data Set #3-24 report - Frank Stimson.csv -Q4,How many employees have a 401k deduction for 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,5,all good,Data Set #3-24 report - Frank Stimson.csv -Q5,How many employees over the age of 60 do not have a 401k in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,6,all good,Data Set #3-24 report - Frank Stimson.csv -Q6,How many employees will not reach the max dollars for their 401k in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,7,all good,Data Set #3-24 report - Frank Stimson.csv -Q7,How many employees will reach the max dollars for their 401k in the next 1-4 weeks in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,8,all good,Data Set #3-24 report - Frank Stimson.csv -Q8,How many employees will reach the max dollars for their 401k in the next 5-10 weeks in 2017?
REJECTED,Data Set #3-24 report - Frank Stimson.csv,9,all good,Data Set #3-24 report - Frank Stimson.csv -Q9,How many years does an employee need to work to have the company match 401k deduction percentage for 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,1,all good,Data Set #3-25 report - Frank Stimson.csv -Q1,How many employees do not have medical insurance for 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,10,all good,Data Set #3-25 report - Frank Stimson.csv -Q10,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 5?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,11,all good,Data Set #3-25 report - Frank Stimson.csv -Q11,What does a single person pay for medical insurance in 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,12,all good,Data Set #3-25 report - Frank Stimson.csv -Q12,What does the head of household pay for medical insurance in 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,13,all good,Data Set #3-25 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for medical insurance in 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,14,all good,Data Set #3-25 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for medical insurance in 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,15,all good,Data Set #3-25 report - Frank Stimson.csv -Q15,What is the percentage of employees that do not have medical insurance as a total number of employees for 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,2,all good,Data Set #3-25 report - Frank Stimson.csv -Q2,How many employees does the company pay for medical insurance for in 2017?
APPROVED,Data Set #3-25 report - Frank Stimson.csv,3,all good,Data Set #3-25 report - Frank Stimson.csv -Q3,"Of the employees that do not have medical insurance in 2017, is their income above $120,000?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,4,all good,Data Set #3-25 report - Frank Stimson.csv -Q4,"Of the employees that do not have medical insurance in 2017, is their income above $80,000?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,5,all good,Data Set #3-25 report - Frank Stimson.csv -Q5,"Of the employees that do not have medical insurance in 2017, what is the percentage of gender id 1?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,6,all good,Data Set #3-25 report - Frank Stimson.csv -Q6,"Of the employees that do not have medical insurance in 2017, what is the percentage of gender id 2?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,7,all good,Data Set #3-25 report - Frank Stimson.csv -Q7,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 1?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,8,all good,Data Set #3-25 report - Frank Stimson.csv -Q8,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-25 report - Frank Stimson.csv,9,all good,Data Set #3-25 report - Frank Stimson.csv -Q9,"Of the employees that do not have medical insurance in 2017, what is the percentage of race identifier 3?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,1,all good,Data Set #3-26 report - Frank Stimson.csv -Q1,How many employees does the company pay for dental insurance for in 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,10,all good,Data Set #3-26 report - Frank Stimson.csv -Q10,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 5?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,11,all good,Data Set #3-26 report - Frank Stimson.csv -Q11,What does a single person pay for dental insurance in 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,12,all good,Data Set #3-26 report - Frank Stimson.csv -Q12,What does the head of household pay for dental insurance in 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,13,all good,Data Set #3-26 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for dental insurance in 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,14,all good,Data Set #3-26 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for dental insurance in 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,15,all good,Data Set #3-26 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have dental insurance as a total number of employees for 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,2,all good,Data Set #3-26 report - Frank Stimson.csv -Q2,How many employees don't have dental insurance for 2017?
APPROVED,Data Set #3-26 report - Frank Stimson.csv,3,all good,Data Set #3-26 report - Frank Stimson.csv -Q3,"Of the employees that don't have dental insurance in 2017, is their income above $120,000?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,4,all good,Data Set #3-26 report - Frank Stimson.csv -Q4,"Of the employees that don't have dental insurance in 2017, is their income above $80,000?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,5,all good,Data Set #3-26 report - Frank Stimson.csv -Q5,"Of the employees that don't have dental insurance in 2017, what is the percentage of gender id 1?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,6,all good,Data Set #3-26 report - Frank Stimson.csv -Q6,"Of the employees that don't have dental insurance in 2017, what is the percentage of gender id 2?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,7,all good,Data Set #3-26 report - Frank Stimson.csv -Q7,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 1?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,8,all good,Data Set #3-26 report - Frank Stimson.csv -Q8,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-26 report - Frank Stimson.csv,9,all good,Data Set #3-26 report - Frank Stimson.csv -Q9,"Of the employees that don't have dental insurance in 2017, what is the percentage of race identifier 3?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,1,all good,Data Set #3-27 report - Frank Stimson.csv -Q1,How many employees does the company pay for vision insurance for in 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,10,all good,Data Set #3-27 report - Frank Stimson.csv -Q10,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 5?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,11,all good,Data Set #3-27 report - Frank Stimson.csv -Q11,What does a single person pay for vision insurance in 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,12,all good,Data Set #3-27 report - Frank Stimson.csv -Q12,What does the head of household pay for vision insurance in 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,13,all good,Data Set #3-27 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for vision insurance in 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,14,all good,Data Set #3-27 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for vision insurance in 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,15,all good,Data Set #3-27 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have vision insurance as a total number of employees for 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,2,all good,Data Set #3-27 report - Frank Stimson.csv -Q2,How many employees don't have vision insurance for 2017?
APPROVED,Data Set #3-27 report - Frank Stimson.csv,3,all good,Data Set #3-27 report - Frank Stimson.csv -Q3,"Of the employees that don't have vision insurance in 2017, is their income above $120,000?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,4,all good,Data Set #3-27 report - Frank Stimson.csv -Q4,"Of the employees that don't have vision insurance in 2017, is their income above $80,000?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,5,all good,Data Set #3-27 report - Frank Stimson.csv -Q5,"Of the employees that don't have vision insurance in 2017, what is the percentage of gender id 1?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,6,all good,Data Set #3-27 report - Frank Stimson.csv -Q6,"Of the employees that don't have vision insurance in 2017, what is the percentage of gender id 2?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,7,all good,Data Set #3-27 report - Frank Stimson.csv -Q7,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 1?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,8,all good,Data Set #3-27 report - Frank Stimson.csv -Q8,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-27 report - Frank Stimson.csv,9,all good,Data Set #3-27 report - Frank Stimson.csv -Q9,"Of the employees that don't have vision insurance in 2017, what is the percentage of race identifier 3?"
APPROVED,Data Set #3-28 report - Frank Stimson.csv,1,all good,Data Set #3-28 report - Frank Stimson.csv -Q1,Does the employer contribute to the HSA account in 2017 without the employee being enrolled?
APPROVED,Data Set #3-28 report - Frank Stimson.csv,10,all good,Data Set #3-28 report - Frank Stimson.csv -Q10,"Of the employees that don't have an HSA in 2017, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-28 report - Frank Stimson.csv,11,all good,Data Set #3-28 report - Frank Stimson.csv -Q11,"Of the employees that don't have an HSA in 2017, what is the percentage of race identifier 3?"
APPROVED,Data Set #3-28 report - Frank Stimson.csv,12,all good,Data Set #3-28 report - Frank Stimson.csv -Q12,What does the employer contribute to the HSA for 2017 if an employee has worked for between 10 -11 years?
APPROVED,Data Set #3-28 report - Frank Stimson.csv,13,all good,Data Set #3-28 report - Frank Stimson.csv -Q13,What does the employer contribute to the HSA for 2017 if an employee has worked for between 12 -15 years?
APPROVED,Data Set #3-28 report - Frank Stimson.csv,14,all good,Data Set #3-28 report - Frank Stimson.csv -Q14,What does the employer contribute to the HSA for 2017 if an employee has worked for over 15 years?
